Instante,Pedidos Em Espera,Pedido Em Produção,Pedidos Prontos
3419,833,1,166
3420,833,1,166
3421,833,1,166
3422,833,1,166
3423,833,1,166
3424,833,1,166
3425,833,1,166
3426,833,1,166
3427,833,0,167
3428,832,1,167
3429,832,1,167
3430,832,1,167
3431,832,1,167
3432,832,1,167
3433,832,1,167
3434,832,1,167
3435,832,1,167
3436,832,1,167
3437,832,1,167
3438,832,1,167
3439,832,1,167
3440,832,1,167
3441,832,1,167
3442,832,1,167
3443,832,1,167
3444,832,1,167
3445,832,1,167
3446,832,1,167
3447,832,1,167
3448,832,0,168
3449,831,1,168
3450,831,1,168
3451,831,1,168
3452,831,1,168
3453,831,1,168
3454,831,1,168
3455,831,1,168
3456,831,1,168
3457,831,1,168
3458,831,1,168
3459,831,1,168
3460,831,1,168
3461,831,1,168
3462,831,0,169
3463,830,1,169
3464,830,1,169
3465,830,1,169
3466,830,1,169
3467,830,1,169
3468,830,1,169
3469,830,1,169
3470,830,1,169
3471,830,1,169
3472,830,1,169
3473,830,1,169
3474,830,1,169
3475,830,0,170
3476,829,1,170
3477,829,1,170
3478,829,1,170
3479,829,1,170
3480,829,1,170
3481,829,1,170
3482,829,1,170
3483,829,1,170
3484,829,1,170
3485,829,1,170
3486,829,0,171
3487,828,1,171
3488,828,1,171
3489,828,1,171
3490,828,1,171
3491,828,1,171
3492,828,1,171
3493,828,1,171
3494,828,1,171
3495,828,1,171
3496,828,1,171
3497,828,1,171
3498,828,1,171
3499,828,1,171
3500,828,1,171
3501,828,1,171
3502,828,1,171
3503,828,0,172
3504,827,1,172
3505,827,1,172
3506,827,1,172
3507,827,1,172
3508,827,1,172
3509,827,1,172
3510,827,1,172
3511,827,1,172
3512,827,1,172
3513,827,1,172
3514,827,1,172
3515,827,1,172
3516,827,1,172
3517,827,1,172
3518,827,1,172
3519,827,1,172
3520,827,1,172
3521,827,1,172
3522,827,1,172
3523,827,1,172
3524,827,1,172
3525,827,1,172
3526,827,1,172
3527,827,1,172
3528,827,1,172
3529,827,1,172
3530,827,1,172
3531,827,1,172
3532,827,1,172
3533,827,0,173
3534,826,1,173
3535,826,1,173
3536,826,1,173
3537,826,1,173
3538,826,1,173
3539,826,1,173
3540,826,1,173
3541,826,1,173
3542,826,1,173
3543,826,1,173
3544,826,1,173
3545,826,1,173
3546,826,1,173
3547,826,1,173
3548,826,1,173
3549,826,1,173
3550,826,1,173
3551,826,1,173
3552,826,1,173
3553,826,1,173
3554,826,1,173
3555,826,1,173
3556,826,1,173
3557,826,1,173
3558,826,1,173
3559,826,1,173
3560,826,1,173
3561,826,1,173
3562,826,1,173
3563,826,0,174
3564,825,1,174
3565,825,1,174
3566,825,1,174
3567,825,1,174
3568,825,1,174
3569,825,1,174
3570,825,1,174
3571,825,1,174
3572,825,1,174
3573,825,1,174
3574,825,1,174
3575,825,1,174
3576,825,1,174
3577,825,1,174
3578,825,1,174
3579,825,1,174
3580,825,1,174
3581,825,0,175
3582,824,1,175
3583,824,1,175
3584,824,1,175
3585,824,1,175
3586,824,1,175
3587,824,1,175
3588,824,1,175
3589,824,1,175
3590,824,1,175
3591,824,1,175
3592,824,1,175
3593,824,1,175
3594,824,1,175
3595,824,1,175
3596,824,0,176
3597,823,1,176
3598,823,1,176
3599,823,1,176
3600,823,1,176
3601,823,1,176
3602,823,1,176
3603,823,1,176
3604,823,1,176
3605,823,1,176
3606,823,1,176
3607,823,1,176
3608,823,1,176
3609,823,1,176
3610,823,1,176
3611,823,1,176
3612,823,0,177
3613,822,1,177
3614,822,1,177
3615,822,1,177
3616,822,1,177
3617,822,1,177
3618,822,1,177
3619,822,1,177
3620,822,1,177
3621,822,1,177
3622,822,1,177
3623,822,0,178
3624,821,1,178
3625,821,1,178
3626,821,1,178
3627,821,1,178
3628,821,1,178
3629,821,1,178
3630,821,1,178
3631,821,1,178
3632,821,1,178
3633,821,1,178
3634,821,1,178
3635,821,1,178
3636,821,1,178
3637,821,1,178
3638,821,1,178
3639,821,1,178
3640,821,1,178
3641,821,1,178
3642,821,0,179
3643,820,1,179
3644,820,1,179
3645,820,1,179
3646,820,1,179
3647,820,1,179
3648,820,1,179
3649,820,1,179
3650,820,1,179
3651,820,1,179
3652,820,1,179
3653,820,1,179
3654,820,1,179
3655,820,1,179
3656,820,1,179
3657,820,1,179
3658,820,1,179
3659,820,1,179
3660,820,1,179
3661,820,1,179
3662,820,1,179
3663,820,1,179
3664,820,1,179
3665,820,1,179
3666,820,1,179
3667,820,1,179
3668,820,1,179
3669,820,0,180
3670,819,1,180
3671,819,1,180
3672,819,1,180
3673,819,1,180
3674,819,1,180
3675,819,1,180
3676,819,1,180
3677,819,1,180
3678,819,1,180
3679,819,1,180
3680,819,1,180
3681,819,1,180
3682,819,1,180
3683,819,1,180
3684,819,1,180
3685,819,1,180
3686,819,1,180
3687,819,0,181
3688,818,1,181
3689,818,1,181
3690,818,1,181
3691,818,1,181
3692,818,1,181
3693,818,1,181
3694,818,1,181
3695,818,1,181
3696,818,1,181
3697,818,1,181
3698,818,1,181
3699,818,1,181
3700,818,1,181
3701,818,1,181
3702,818,1,181
3703,818,1,181
3704,818,1,181
3705,818,1,181
3706,818,1,181
3707,818,1,181
3708,818,0,182
3709,817,1,182
3710,817,1,182
3711,817,1,182
3712,817,1,182
3713,817,1,182
3714,817,1,182
3715,817,1,182
3716,817,1,182
3717,817,1,182
3718,817,1,182
3719,817,1,182
3720,817,0,183
3721,816,1,183
3722,816,1,183
3723,816,1,183
3724,816,1,183
3725,816,1,183
3726,816,1,183
3727,816,1,183
3728,816,1,183
3729,816,1,183
3730,816,1,183
3731,816,1,183
3732,816,1,183
3733,816,1,183
3734,816,1,183
3735,816,1,183
3736,816,1,183
3737,816,1,183
3738,816,1,183
3739,816,1,183
3740,816,0,184
3741,815,1,184
3742,815,1,184
3743,815,1,184
3744,815,1,184
3745,815,1,184
3746,815,1,184
3747,815,1,184
3748,815,1,184
3749,815,1,184
3750,815,1,184
3751,815,0,185
3752,814,1,185
3753,814,1,185
3754,814,1,185
3755,814,1,185
3756,814,1,185
3757,814,1,185
3758,814,1,185
3759,814,1,185
3760,814,1,185
3761,814,1,185
3762,814,1,185
3763,814,1,185
3764,814,1,185
3765,814,1,185
3766,814,1,185
3767,814,1,185
3768,814,1,185
3769,814,1,185
3770,814,1,185
3771,814,1,185
3772,814,1,185
3773,814,1,185
3774,814,1,185
3775,814,0,186
3776,813,1,186
3777,813,1,186
3778,813,1,186
3779,813,1,186
3780,813,1,186
3781,813,1,186
3782,813,1,186
3783,813,1,186
3784,813,1,186
3785,813,1,186
3786,813,1,186
3787,813,1,186
3788,813,1,186
3789,813,1,186
3790,813,1,186
3791,813,1,186
3792,813,1,186
3793,813,1,186
3794,813,1,186
3795,813,1,186
3796,813,1,186
3797,813,1,186
3798,813,1,186
3799,813,0,187
3800,812,1,187
3801,812,1,187
3802,812,1,187
3803,812,1,187
3804,812,1,187
3805,812,1,187
3806,812,1,187
3807,812,1,187
3808,812,1,187
3809,812,1,187
3810,812,1,187
3811,812,1,187
3812,812,1,187
3813,812,1,187
3814,812,1,187
3815,812,1,187
3816,812,1,187
3817,812,1,187
3818,812,1,187
3819,812,1,187
3820,812,1,187
3821,812,1,187
3822,812,0,188
3823,811,1,188
3824,811,1,188
3825,811,1,188
3826,811,1,188
3827,811,1,188
3828,811,1,188
3829,811,1,188
3830,811,1,188
3831,811,1,188
3832,811,1,188
3833,811,1,188
3834,811,1,188
3835,811,1,188
3836,811,1,188
3837,811,1,188
3838,811,1,188
3839,811,1,188
3840,811,1,188
3841,811,1,188
3842,811,1,188
3843,811,1,188
3844,811,0,189
3845,810,1,189
3846,810,1,189
3847,810,1,189
3848,810,1,189
3849,810,1,189
3850,810,1,189
3851,810,1,189
3852,810,1,189
3853,810,1,189
3854,810,1,189
3855,810,1,189
3856,810,1,189
3857,810,1,189
3858,810,1,189
3859,810,1,189
3860,810,1,189
3861,810,1,189
3862,810,1,189
3863,810,1,189
3864,810,1,189
3865,810,1,189
3866,810,1,189
3867,810,1,189
3868,810,1,189
3869,810,0,190
3870,809,1,190
3871,809,1,190
3872,809,1,190
3873,809,1,190
3874,809,1,190
3875,809,1,190
3876,809,1,190
3877,809,1,190
3878,809,1,190
3879,809,1,190
3880,809,1,190
3881,809,1,190
3882,809,1,190
3883,809,1,190
3884,809,1,190
3885,809,1,190
3886,809,1,190
3887,809,1,190
3888,809,1,190
3889,809,1,190
3890,809,1,190
3891,809,1,190
3892,809,1,190
3893,809,1,190
3894,809,1,190
3895,809,0,191
3896,808,1,191
3897,808,1,191
3898,808,1,191
3899,808,1,191
3900,808,1,191
3901,808,1,191
3902,808,1,191
3903,808,1,191
3904,808,1,191
3905,808,1,191
3906,808,1,191
3907,808,1,191
3908,808,1,191
3909,808,1,191
3910,808,1,191
3911,808,1,191
3912,808,1,191
3913,808,1,191
3914,808,1,191
3915,808,1,191
3916,808,1,191
3917,808,1,191
3918,808,1,191
3919,808,0,192
3920,807,1,192
3921,807,1,192
3922,807,1,192
3923,807,1,192
3924,807,1,192
3925,807,1,192
3926,807,1,192
3927,807,1,192
3928,807,1,192
3929,807,1,192
3930,807,1,192
3931,807,1,192
3932,807,1,192
3933,807,1,192
3934,807,1,192
3935,807,0,193
3936,806,1,193
3937,806,1,193
3938,806,1,193
3939,806,1,193
3940,806,1,193
3941,806,1,193
3942,806,1,193
3943,806,1,193
3944,806,1,193
3945,806,1,193
3946,806,1,193
3947,806,1,193
3948,806,0,194
3949,805,1,194
3950,805,1,194
3951,805,1,194
3952,805,1,194
3953,805,1,194
3954,805,1,194
3955,805,1,194
3956,805,1,194
3957,805,1,194
3958,805,1,194
3959,805,1,194
3960,805,0,195
3961,804,1,195
3962,804,1,195
3963,804,1,195
3964,804,1,195
3965,804,1,195
3966,804,1,195
3967,804,1,195
3968,804,1,195
3969,804,1,195
3970,804,1,195
3971,804,1,195
3972,804,1,195
3973,804,1,195
3974,804,0,196
3975,803,1,196
3976,803,1,196
3977,803,1,196
3978,803,1,196
3979,803,1,196
3980,803,1,196
3981,803,1,196
3982,803,1,196
3983,803,1,196
3984,803,1,196
3985,803,1,196
3986,803,1,196
3987,803,1,196
3988,803,1,196
3989,803,1,196
3990,803,1,196
3991,803,1,196
3992,803,1,196
3993,803,1,196
3994,803,1,196
3995,803,1,196
3996,803,1,196
3997,803,1,196
3998,803,1,196
3999,803,1,196
4000,803,1,196
4001,803,0,197
4002,802,1,197
4003,802,1,197
4004,802,1,197
4005,802,1,197
4006,802,1,197
4007,802,1,197
4008,802,1,197
4009,802,1,197
4010,802,1,197
4011,802,1,197
4012,802,1,197
4013,802,1,197
4014,802,1,197
4015,802,1,197
4016,802,1,197
4017,802,1,197
4018,802,1,197
4019,802,1,197
4020,802,1,197
4021,802,1,197
4022,802,1,197
4023,802,1,197
4024,802,1,197
4025,802,0,198
4026,801,1,198
4027,801,1,198
4028,801,1,198
4029,801,1,198
4030,801,1,198
4031,801,1,198
4032,801,1,198
4033,801,1,198
4034,801,1,198
4035,801,1,198
4036,801,1,198
4037,801,1,198
4038,801,1,198
4039,801,1,198
4040,801,1,198
4041,801,1,198
4042,801,1,198
4043,801,1,198
4044,801,1,198
4045,801,1,198
4046,801,1,198
4047,801,1,198
4048,801,1,198
4049,801,1,198
4050,801,0,199
4051,800,1,199
4052,800,1,199
4053,800,1,199
4054,800,1,199
4055,800,1,199
4056,800,1,199
4057,800,1,199
4058,800,1,199
4059,800,1,199
4060,800,1,199
4061,800,1,199
4062,800,1,199
4063,800,1,199
4064,800,0,200
4065,799,1,200
4066,799,1,200
4067,799,1,200
4068,799,1,200
4069,799,1,200
4070,799,1,200
4071,799,1,200
4072,799,1,200
4073,799,1,200
4074,799,1,200
4075,799,1,200
4076,799,1,200
4077,799,1,200
4078,799,1,200
4079,799,1,200
4080,799,1,200
4081,799,1,200
4082,799,1,200
4083,799,1,200
4084,799,0,201
4085,798,1,201
4086,798,1,201
4087,798,1,201
4088,798,1,201
4089,798,1,201
4090,798,1,201
4091,798,1,201
4092,798,1,201
4093,798,1,201
4094,798,1,201
4095,798,1,201
4096,798,1,201
4097,798,1,201
4098,798,1,201
4099,798,1,201
4100,798,1,201
4101,798,1,201
4102,798,1,201
4103,798,1,201
4104,798,1,201
4105,798,1,201
4106,798,1,201
4107,798,1,201
4108,798,1,201
4109,798,1,201
4110,798,0,202
4111,797,1,202
4112,797,1,202
4113,797,1,202
4114,797,1,202
4115,797,1,202
4116,797,1,202
4117,797,1,202
4118,797,1,202
4119,797,1,202
4120,797,1,202
4121,797,1,202
4122,797,1,202
4123,797,1,202
4124,797,1,202
4125,797,1,202
4126,797,1,202
4127,797,1,202
4128,797,1,202
4129,797,1,202
4130,797,1,202
4131,797,1,202
4132,797,1,202
4133,797,1,202
4134,797,1,202
4135,797,1,202
4136,797,1,202
4137,797,1,202
4138,797,0,203
4139,796,1,203
4140,796,1,203
4141,796,1,203
4142,796,1,203
4143,796,1,203
4144,796,1,203
4145,796,1,203
4146,796,1,203
4147,796,1,203
4148,796,1,203
4149,796,1,203
4150,796,1,203
4151,796,1,203
4152,796,1,203
4153,796,1,203
4154,796,1,203
4155,796,1,203
4156,796,1,203
4157,796,1,203
4158,796,1,203
4159,796,1,203
4160,796,0,204
4161,795,1,204
4162,795,1,204
4163,795,1,204
4164,795,1,204
4165,795,1,204
4166,795,1,204
4167,795,1,204
4168,795,1,204
4169,795,1,204
4170,795,1,204
4171,795,1,204
4172,795,1,204
4173,795,1,204
4174,795,1,204
4175,795,1,204
4176,795,1,204
4177,795,1,204
4178,795,1,204
4179,795,1,204
4180,795,1,204
4181,795,1,204
4182,795,1,204
4183,795,1,204
4184,795,1,204
4185,795,1,204
4186,795,1,204
4187,795,1,204
4188,795,1,204
4189,795,1,204
4190,795,0,205
4191,794,1,205
4192,794,1,205
4193,794,1,205
4194,794,1,205
4195,794,1,205
4196,794,1,205
4197,794,1,205
4198,794,1,205
4199,794,1,205
4200,794,1,205
4201,794,1,205
4202,794,1,205
4203,794,1,205
4204,794,1,205
4205,794,1,205
4206,794,1,205
4207,794,1,205
4208,794,0,206
4209,793,1,206
4210,793,1,206
4211,793,1,206
4212,793,1,206
4213,793,1,206
4214,793,1,206
4215,793,1,206
4216,793,1,206
4217,793,1,206
4218,793,1,206
4219,793,1,206
4220,793,1,206
4221,793,1,206
4222,793,1,206
4223,793,1,206
4224,793,1,206
4225,793,1,206
4226,793,1,206
4227,793,1,206
4228,793,1,206
4229,793,1,206
4230,793,1,206
4231,793,1,206
4232,793,0,207
4233,792,1,207
4234,792,1,207
4235,792,1,207
4236,792,1,207
4237,792,1,207
4238,792,1,207
4239,792,1,207
4240,792,1,207
4241,792,1,207
4242,792,1,207
4243,792,1,207
4244,792,1,207
4245,792,1,207
4246,792,1,207
4247,792,1,207
4248,792,1,207
4249,792,0,208
4250,791,1,208
4251,791,1,208
4252,791,1,208
4253,791,1,208
4254,791,1,208
4255,791,1,208
4256,791,1,208
4257,791,1,208
4258,791,1,208
4259,791,1,208
4260,791,1,208
4261,791,1,208
4262,791,1,208
4263,791,1,208
4264,791,0,209
4265,790,1,209
4266,790,1,209
4267,790,1,209
4268,790,1,209
4269,790,1,209
4270,790,1,209
4271,790,1,209
4272,790,1,209
4273,790,1,209
4274,790,1,209
4275,790,1,209
4276,790,1,209
4277,790,1,209
4278,790,1,209
4279,790,1,209
4280,790,1,209
4281,790,1,209
4282,790,1,209
4283,790,1,209
4284,790,1,209
4285,790,1,209
4286,790,1,209
4287,790,1,209
4288,790,1,209
4289,790,1,209
4290,790,0,210
4291,789,1,210
4292,789,1,210
4293,789,1,210
4294,789,1,210
4295,789,1,210
4296,789,1,210
4297,789,1,210
4298,789,1,210
4299,789,1,210
4300,789,1,210
4301,789,1,210
4302,789,1,210
4303,789,1,210
4304,789,1,210
4305,789,1,210
4306,789,1,210
4307,789,1,210
4308,789,1,210
4309,789,1,210
4310,789,1,210
4311,789,1,210
4312,789,1,210
4313,789,0,211
4314,788,1,211
4315,788,1,211
4316,788,1,211
4317,788,1,211
4318,788,1,211
4319,788,1,211
4320,788,1,211
4321,788,1,211
4322,788,1,211
4323,788,1,211
4324,788,1,211
4325,788,1,211
4326,788,1,211
4327,788,1,211
4328,788,1,211
4329,788,1,211
4330,788,1,211
4331,788,1,211
4332,788,1,211
4333,788,1,211
4334,788,1,211
4335,788,0,212
4336,787,1,212
4337,787,1,212
4338,787,1,212
4339,787,1,212
4340,787,1,212
4341,787,1,212
4342,787,1,212
4343,787,1,212
4344,787,1,212
4345,787,1,212
4346,787,1,212
4347,787,1,212
4348,787,1,212
4349,787,1,212
4350,787,1,212
4351,787,1,212
4352,787,1,212
4353,787,1,212
4354,787,0,213
4355,786,1,213
4356,786,1,213
4357,786,1,213
4358,786,1,213
4359,786,1,213
4360,786,1,213
4361,786,1,213
4362,786,1,213
4363,786,1,213
4364,786,1,213
4365,786,1,213
4366,786,1,213
4367,786,1,213
4368,786,1,213
4369,786,1,213
4370,786,1,213
4371,786,1,213
4372,786,1,213
4373,786,1,213
4374,786,1,213
4375,786,1,213
4376,786,1,213
4377,786,1,213
4378,786,1,213
4379,786,1,213
4380,786,1,213
4381,786,1,213
4382,786,1,213
4383,786,0,214
4384,785,1,214
4385,785,1,214
4386,785,1,214
4387,785,1,214
4388,785,1,214
4389,785,1,214
4390,785,1,214
4391,785,1,214
4392,785,1,214
4393,785,1,214
4394,785,1,214
4395,785,1,214
4396,785,1,214
4397,785,1,214
4398,785,1,214
4399,785,1,214
4400,785,1,214
4401,785,1,214
4402,785,1,214
4403,785,1,214
4404,785,0,215
4405,784,1,215
4406,784,1,215
4407,784,1,215
4408,784,1,215
4409,784,1,215
4410,784,1,215
4411,784,1,215
4412,784,1,215
4413,784,1,215
4414,784,0,216
4415,783,1,216
4416,783,1,216
4417,783,1,216
4418,783,1,216
4419,783,1,216
4420,783,1,216
4421,783,1,216
4422,783,1,216
4423,783,1,216
4424,783,1,216
4425,783,1,216
4426,783,1,216
4427,783,1,216
4428,783,1,216
4429,783,1,216
4430,783,1,216
4431,783,1,216
4432,783,1,216
4433,783,1,216
4434,783,1,216
4435,783,1,216
4436,783,1,216
4437,783,1,216
4438,783,1,216
4439,783,1,216
4440,783,0,217
4441,782,1,217
4442,782,1,217
4443,782,1,217
4444,782,1,217
4445,782,1,217
4446,782,1,217
4447,782,1,217
4448,782,1,217
4449,782,1,217
4450,782,1,217
4451,782,1,217
4452,782,1,217
4453,782,1,217
4454,782,1,217
4455,782,1,217
4456,782,1,217
4457,782,1,217
4458,782,0,218
4459,781,1,218
4460,781,1,218
4461,781,1,218
4462,781,1,218
4463,781,1,218
4464,781,1,218
4465,781,1,218
4466,781,1,218
4467,781,1,218
4468,781,1,218
4469,781,1,218
4470,781,1,218
4471,781,1,218
4472,781,1,218
4473,781,1,218
4474,781,1,218
4475,781,1,218
4476,781,1,218
4477,781,1,218
4478,781,1,218
4479,781,1,218
4480,781,1,218
4481,781,1,218
4482,781,1,218
4483,781,1,218
4484,781,1,218
4485,781,0,219
4486,780,1,219
4487,780,1,219
4488,780,1,219
4489,780,1,219
4490,780,1,219
4491,780,1,219
4492,780,1,219
4493,780,1,219
4494,780,1,219
4495,780,1,219
4496,780,1,219
4497,780,1,219
4498,780,1,219
4499,780,1,219
4500,780,1,219
4501,780,1,219
4502,780,1,219
4503,780,1,219
4504,780,1,219
4505,780,1,219
4506,780,1,219
4507,780,1,219
4508,780,1,219
4509,780,1,219
4510,780,1,219
4511,780,1,219
4512,780,1,219
4513,780,1,219
4514,780,0,220
4515,779,1,220
4516,779,1,220
4517,779,1,220
4518,779,1,220
4519,779,1,220
4520,779,1,220
4521,779,1,220
4522,779,1,220
4523,779,1,220
4524,779,1,220
4525,779,1,220
4526,779,1,220
4527,779,1,220
4528,779,1,220
4529,779,1,220
4530,779,1,220
4531,779,1,220
4532,779,1,220
4533,779,1,220
4534,779,1,220
4535,779,1,220
4536,779,1,220
4537,779,1,220
4538,779,1,220
4539,779,1,220
4540,779,1,220
4541,779,1,220
4542,779,1,220
4543,779,1,220
4544,779,0,221
4545,778,1,221
4546,778,1,221
4547,778,1,221
4548,778,1,221
4549,778,1,221
4550,778,1,221
4551,778,1,221
4552,778,1,221
4553,778,1,221
4554,778,1,221
4555,778,1,221
4556,778,1,221
4557,778,1,221
4558,778,1,221
4559,778,1,221
4560,778,1,221
4561,778,1,221
4562,778,1,221
4563,778,1,221
4564,778,0,222
4565,777,1,222
4566,777,1,222
4567,777,1,222
4568,777,1,222
4569,777,1,222
4570,777,1,222
4571,777,1,222
4572,777,1,222
4573,777,1,222
4574,777,1,222
4575,777,1,222
4576,777,1,222
4577,777,1,222
4578,777,1,222
4579,777,1,222
4580,777,1,222
4581,777,1,222
4582,777,1,222
4583,777,1,222
4584,777,0,223
4585,776,1,223
4586,776,1,223
4587,776,1,223
4588,776,1,223
4589,776,1,223
4590,776,1,223
4591,776,1,223
4592,776,1,223
4593,776,1,223
4594,776,1,223
4595,776,1,223
4596,776,0,224
4597,775,1,224
4598,775,1,224
4599,775,1,224
4600,775,1,224
4601,775,1,224
4602,775,1,224
4603,775,1,224
4604,775,1,224
4605,775,1,224
4606,775,1,224
4607,775,1,224
4608,775,1,224
4609,775,1,224
4610,775,1,224
4611,775,1,224
4612,775,1,224
4613,775,1,224
4614,775,1,224
4615,775,1,224
4616,775,1,224
4617,775,1,224
4618,775,1,224
4619,775,0,225
4620,774,1,225
4621,774,1,225
4622,774,1,225
4623,774,1,225
4624,774,1,225
4625,774,1,225
4626,774,1,225
4627,774,1,225
4628,774,1,225
4629,774,1,225
4630,774,1,225
4631,774,1,225
4632,774,1,225
4633,774,1,225
4634,774,1,225
4635,774,0,226
4636,773,1,226
4637,773,1,226
4638,773,1,226
4639,773,1,226
4640,773,1,226
4641,773,1,226
4642,773,1,226
4643,773,1,226
4644,773,1,226
4645,773,1,226
4646,773,1,226
4647,773,1,226
4648,773,1,226
4649,773,1,226
4650,773,1,226
4651,773,1,226
4652,773,1,226
4653,773,1,226
4654,773,1,226
4655,773,1,226
4656,773,1,226
4657,773,1,226
4658,773,1,226
4659,773,1,226
4660,773,1,226
4661,773,1,226
4662,773,1,226
4663,773,1,226
4664,773,1,226
4665,773,0,227
4666,772,1,227
4667,772,1,227
4668,772,1,227
4669,772,1,227
4670,772,1,227
4671,772,1,227
4672,772,1,227
4673,772,1,227
4674,772,1,227
4675,772,0,228
4676,771,1,228
4677,771,1,228
4678,771,1,228
4679,771,1,228
4680,771,1,228
4681,771,1,228
4682,771,1,228
4683,771,1,228
4684,771,1,228
4685,771,1,228
4686,771,1,228
4687,771,1,228
4688,771,0,229
4689,770,1,229
4690,770,1,229
4691,770,1,229
4692,770,1,229
4693,770,1,229
4694,770,1,229
4695,770,1,229
4696,770,1,229
4697,770,1,229
4698,770,1,229
4699,770,1,229
4700,770,1,229
4701,770,1,229
4702,770,1,229
4703,770,1,229
4704,770,1,229
4705,770,1,229
4706,770,1,229
4707,770,0,230
4708,769,1,230
4709,769,1,230
4710,769,1,230
4711,769,1,230
4712,769,1,230
4713,769,1,230
4714,769,1,230
4715,769,1,230
4716,769,1,230
4717,769,1,230
4718,769,1,230
4719,769,1,230
4720,769,1,230
4721,769,1,230
4722,769,0,231
4723,768,1,231
4724,768,1,231
4725,768,1,231
4726,768,1,231
4727,768,1,231
4728,768,1,231
4729,768,1,231
4730,768,1,231
4731,768,1,231
4732,768,1,231
4733,768,1,231
4734,768,1,231
4735,768,1,231
4736,768,0,232
4737,767,1,232
4738,767,1,232
4739,767,1,232
4740,767,1,232
4741,767,1,232
4742,767,1,232
4743,767,1,232
4744,767,1,232
4745,767,1,232
4746,767,1,232
4747,767,0,233
4748,766,1,233
4749,766,1,233
4750,766,1,233
4751,766,1,233
4752,766,1,233
4753,766,1,233
4754,766,1,233
4755,766,1,233
4756,766,1,233
4757,766,1,233
4758,766,1,233
4759,766,1,233
4760,766,1,233
4761,766,1,233
4762,766,1,233
4763,766,1,233
4764,766,1,233
4765,766,1,233
4766,766,1,233
4767,766,1,233
4768,766,1,233
4769,766,1,233
4770,766,1,233
4771,766,1,233
4772,766,1,233
4773,766,1,233
4774,766,1,233
4775,766,1,233
4776,766,0,234
4777,765,1,234
4778,765,1,234
4779,765,1,234
4780,765,1,234
4781,765,1,234
4782,765,1,234
4783,765,1,234
4784,765,1,234
4785,765,1,234
4786,765,1,234
4787,765,1,234
4788,765,1,234
4789,765,1,234
4790,765,1,234
4791,765,1,234
4792,765,1,234
4793,765,1,234
4794,765,1,234
4795,765,1,234
4796,765,1,234
4797,765,1,234
4798,765,0,235
4799,764,1,235
4800,764,1,235
4801,764,1,235
4802,764,1,235
4803,764,1,235
4804,764,1,235
4805,764,1,235
4806,764,1,235
4807,764,1,235
4808,764,1,235
4809,764,1,235
4810,764,1,235
4811,764,1,235
4812,764,1,235
4813,764,1,235
4814,764,1,235
4815,764,1,235
4816,764,1,235
4817,764,1,235
4818,764,1,235
4819,764,1,235
4820,764,0,236
4821,763,1,236
4822,763,1,236
4823,763,1,236
4824,763,1,236
4825,763,1,236
4826,763,1,236
4827,763,1,236
4828,763,1,236
4829,763,1,236
4830,763,1,236
4831,763,1,236
4832,763,1,236
4833,763,1,236
4834,763,1,236
4835,763,1,236
4836,763,1,236
4837,763,1,236
4838,763,1,236
4839,763,1,236
4840,763,1,236
4841,763,1,236
4842,763,1,236
4843,763,1,236
4844,763,1,236
4845,763,1,236
4846,763,0,237
4847,762,1,237
4848,762,1,237
4849,762,1,237
4850,762,1,237
4851,762,1,237
4852,762,1,237
4853,762,1,237
4854,762,1,237
4855,762,1,237
4856,762,1,237
4857,762,1,237
4858,762,1,237
4859,762,1,237
4860,762,1,237
4861,762,1,237
4862,762,1,237
4863,762,1,237
4864,762,0,238
4865,761,1,238
4866,761,1,238
4867,761,1,238
4868,761,1,238
4869,761,1,238
4870,761,1,238
4871,761,1,238
4872,761,1,238
4873,761,1,238
4874,761,1,238
4875,761,1,238
4876,761,1,238
4877,761,1,238
4878,761,1,238
4879,761,1,238
4880,761,1,238
4881,761,1,238
4882,761,1,238
4883,761,1,238
4884,761,1,238
4885,761,1,238
4886,761,1,238
4887,761,1,238
4888,761,1,238
4889,761,1,238
4890,761,1,238
4891,761,1,238
4892,761,1,238
4893,761,0,239
4894,760,1,239
4895,760,1,239
4896,760,1,239
4897,760,1,239
4898,760,1,239
4899,760,1,239
4900,760,1,239
4901,760,1,239
4902,760,1,239
4903,760,1,239
4904,760,1,239
4905,760,1,239
4906,760,1,239
4907,760,1,239
4908,760,1,239
4909,760,1,239
4910,760,1,239
4911,760,1,239
4912,760,1,239
4913,760,1,239
4914,760,1,239
4915,760,1,239
4916,760,0,240
4917,759,1,240
4918,759,1,240
4919,759,1,240
4920,759,1,240
4921,759,1,240
4922,759,1,240
4923,759,1,240
4924,759,1,240
4925,759,1,240
4926,759,1,240
4927,759,1,240
4928,759,1,240
4929,759,1,240
4930,759,1,240
4931,759,1,240
4932,759,1,240
4933,759,1,240
4934,759,1,240
4935,759,1,240
4936,759,1,240
4937,759,1,240
4938,759,1,240
4939,759,1,240
4940,759,1,240
4941,759,1,240
4942,759,1,240
4943,759,1,240
4944,759,1,240
4945,759,1,240
4946,759,0,241
4947,758,1,241
4948,758,1,241
4949,758,1,241
4950,758,1,241
4951,758,1,241
4952,758,1,241
4953,758,1,241
4954,758,1,241
4955,758,1,241
4956,758,1,241
4957,758,1,241
4958,758,1,241
4959,758,1,241
4960,758,1,241
4961,758,1,241
4962,758,1,241
4963,758,1,241
4964,758,1,241
4965,758,1,241
4966,758,1,241
4967,758,1,241
4968,758,1,241
4969,758,1,241
